Timestamp,Battery Level,Network Status,Power State,Bluetooth Connected,Location Enabled,Brightness,Total Usage Time
2024-09-23 11:41:07,81,True,False,False,True,24.71,3m 2s
2024-09-23 12:11:07,78,True,False,False,True,7.84,2m 54s
2024-09-23 12:28:15,76,True,False,False,True,20.0,11m 40s
2024-09-23 12:41:07,75,True,False,False,True,16.08,6m 25s
2024-09-23 12:53:41,74,True,False,False,True,28.63,6m 22s
2024-09-23 13:11:03,72,True,False,False,True,10.59,18m 36s
2024-09-23 13:11:07,72,True,False,False,True,10.59,18m 36s
2024-09-23 13:41:10,66,True,False,False,True,15.29,16m 46s
2024-09-23 14:04:02,60,False,False,False,True,8.63,5m 33s
2024-09-23 14:04:12,60,False,False,False,True,8.63,5m 39s
2024-09-23 14:11:10,59,False,False,True,True,2.75,7m 32s
2024-09-23 14:41:10,55,False,False,True,True,1.57,4m 56s
2024-09-23 15:11:11,51,False,False,True,True,1.57,0m 0s
2024-09-23 15:41:11,47,False,False,True,True,1.57,0m 0s
2024-09-23 16:11:11,45,True,False,True,True,1.57,0m 0s
2024-09-23 16:41:15,41,False,False,True,True,26.27,2m 49s
2024-09-23 17:11:15,38,False,False,False,True,26.67,1m 46s
2024-09-23 17:41:16,37,True,False,False,True,3.92,3m 25s
2024-09-23 18:11:16,34,True,False,False,True,26.27,4m 39s
2024-09-23 18:41:16,30,True,False,False,True,3.92,6m 32s
2024-09-23 19:14:13,26,True,False,False,True,26.27,3m 30s
2024-09-23 19:44:14,24,True,False,False,True,17.25,1m 14s
2024-09-23 20:14:14,20,True,False,False,True,13.33,6m 15s
2024-09-23 20:44:14,16,False,False,False,True,24.71,3m 23s
2024-09-23 21:14:20,13,True,False,False,True,26.27,2m 50s
2024-09-23 21:44:20,14,True,False,False,True,3.92,1m 50s
2024-09-23 22:14:20,11,True,False,False,True,26.27,6m 57s
2024-09-23 22:32:22,10,True,False,False,True,23.14,0m 50s
2024-09-23 22:34:48,9,True,True,False,True,23.14,3m 7s
2024-09-23 22:43:04,18,True,True,False,False,23.14,3m 35s
2024-09-23 22:44:20,19,True,True,False,True,23.14,3m 35s
2024-09-23 23:14:21,43,True,True,False,True,27.45,0m 59s
2024-09-23 23:24:15,50,True,True,False,True,27.84,0m 47s
2024-09-23 23:44:21,55,True,True,False,True,27.84,13m 47s
2024-09-24 00:14:21,62,True,False,True,True,3.92,17m 49s
2024-09-24 00:44:21,56,True,False,True,True,3.92,21m 54s
2024-09-24 01:14:22,52,True,False,False,True,3.92,21m 50s
2024-09-24 01:44:22,50,True,False,True,True,3.92,1m 20s
2024-09-24 02:14:22,48,True,False,True,True,3.92,0m 0s
2024-09-24 02:44:48,48,True,False,True,True,3.92,0m 0s
2024-09-24 03:14:56,48,True,False,True,True,3.92,0m 0s
2024-09-24 03:45:11,47,True,False,True,True,3.92,0m 0s
2024-09-24 04:15:19,47,True,False,True,True,3.92,0m 0s
2024-09-24 04:45:25,47,True,False,True,True,3.92,0m 0s
2024-09-24 05:15:50,46,True,False,True,True,3.92,0m 24s
2024-09-24 05:46:43,46,True,False,True,True,3.92,0m 0s
2024-09-24 06:17:39,45,True,False,True,True,3.92,0m 0s
2024-09-24 06:48:37,44,True,False,True,True,3.92,0m 0s
2024-09-24 07:19:01,44,True,False,True,True,7.84,0m 0s
2024-09-24 07:50:12,43,True,False,True,True,3.92,0m 0s
2024-09-24 08:20:19,43,True,False,True,True,3.92,0m 0s
2024-09-24 08:50:26,43,True,False,True,True,3.92,0m 0s
2024-09-24 09:21:26,42,True,False,False,True,3.92,0m 8s
2024-09-24 09:51:27,41,False,False,True,True,100.0,0m 0s
2024-09-24 10:22:09,38,False,False,False,True,3.92,0m 47s
2024-09-24 10:53:05,35,False,False,False,True,3.92,0m 28s
2024-09-24 11:23:49,33,True,False,False,True,30.59,1m 53s
2024-09-24 11:54:01,32,False,False,False,True,30.98,0m 0s
2024-09-24 12:22:23,30,True,False,False,True,31.37,0m 22s
2024-09-24 12:24:01,30,True,False,False,True,31.37,1m 25s
2024-09-24 12:54:11,27,True,False,False,True,3.92,3m 47s
2024-09-24 13:24:11,26,True,False,False,True,3.92,0m 0s
2024-09-24 13:54:11,22,False,False,False,True,32.16,0m 15s
2024-09-24 14:24:12,19,False,True,False,True,31.76,0m 0s
2024-09-24 14:54:12,29,False,True,False,True,32.94,4m 1s
2024-09-24 15:24:12,47,False,True,False,True,31.76,0m 0s
2024-09-24 15:54:13,47,False,False,False,True,5.1,4m 8s
2024-09-24 16:24:13,44,False,False,False,True,34.51,1m 4s
2024-09-24 16:54:44,41,False,False,False,True,3.92,1m 57s
2024-09-24 17:25:17,37,True,False,False,True,25.1,5m 42s
2024-09-24 17:55:18,33,True,False,False,True,23.14,7m 49s
2024-09-24 18:25:18,26,True,False,False,True,3.92,4m 24s
2024-09-24 18:55:23,23,True,False,False,True,28.63,0m 10s
2024-09-24 19:25:24,22,True,False,False,True,29.8,1m 19s
2024-09-24 19:55:27,20,True,False,False,True,3.92,0m 6s
2024-09-24 20:25:28,13,True,False,False,True,14.12,12m 45s
2024-09-24 20:55:28,8,True,False,False,True,14.9,19m 30s
2024-09-24 21:25:29,19,True,True,False,True,26.27,1m 45s
2024-09-24 21:55:29,31,True,True,False,True,27.84,3m 18s
2024-09-24 22:25:29,34,True,False,False,True,3.92,0m 52s
2024-09-24 22:55:29,27,True,False,True,True,9.02,18m 32s
2024-09-24 23:25:30,21,True,False,True,True,3.92,12m 2s
2024-09-24 23:55:30,18,True,False,True,True,3.92,0m 0s
2024-09-25 00:25:30,18,True,False,True,True,3.92,0m 0s
2024-09-25 00:55:49,17,True,False,True,True,3.92,0m 0s
2024-09-25 01:26:00,17,True,False,True,True,3.92,0m 0s
2024-09-25 01:57:19,16,True,False,True,True,3.92,0m 0s
2024-09-25 02:27:25,16,True,False,True,True,3.92,0m 0s
2024-09-25 02:57:29,15,True,False,True,True,3.92,0m 0s
2024-09-25 03:27:29,15,True,False,True,True,3.92,0m 0s
2024-09-25 03:57:37,14,True,False,True,True,3.92,0m 0s
2024-09-25 04:27:42,13,True,False,True,True,3.92,0m 33s
2024-09-25 04:57:46,12,True,False,True,True,3.92,0m 0s
2024-09-25 05:27:46,12,True,False,True,True,3.92,0m 0s
2024-09-25 05:59:13,11,True,False,True,True,3.92,0m 25s
2024-09-25 06:29:14,20,True,True,False,True,17.65,1m 25s
2024-09-25 07:12:18,14,False,False,True,True,29.02,13m 35s
2024-09-25 11:17:14,63,False,False,False,True,27.06,3m 39s
2024-09-25 11:47:14,60,False,False,False,True,31.37,2m 5s
2024-09-25 12:17:15,56,False,False,False,True,61.96,1m 25s
2024-09-25 12:47:15,52,False,False,False,True,78.43,0m 26s
2024-09-25 13:17:16,47,False,False,False,True,100.0,1m 59s
2024-09-25 13:47:16,41,False,False,False,True,60.0,8m 21s
2024-09-25 14:17:16,33,False,False,True,True,31.37,9m 16s
2024-09-25 14:47:16,28,True,False,False,True,26.27,4m 31s
2024-09-25 15:17:17,21,True,False,False,True,10.98,16m 46s
2024-09-25 15:47:17,18,True,False,False,True,25.88,2m 20s
2024-09-25 16:17:18,15,True,False,False,True,26.27,0m 44s
2024-09-25 16:48:25,13,True,False,False,True,27.06,2m 10s
2024-09-25 17:18:25,10,True,False,False,True,16.86,2m 27s
2024-09-25 17:48:49,9,True,False,False,True,26.27,0m 3s
2024-09-25 18:18:49,8,True,False,False,True,27.45,0m 8s
2024-09-25 18:49:48,26,False,False,False,True,7.84,0m 0s
2024-09-25 19:19:51,22,True,False,False,True,27.84,1m 51s
2024-09-25 19:50:16,19,True,False,False,True,25.49,8m 48s
2024-09-25 20:20:22,13,True,False,False,True,27.84,11m 34s
2024-09-25 20:50:23,11,True,False,False,True,26.67,0m 0s
2024-09-25 21:20:23,9,True,False,False,True,29.41,0m 0s
2024-09-25 21:50:23,12,True,False,False,True,27.84,1m 35s
2024-09-25 22:20:25,8,True,False,False,True,26.67,6m 18s
2024-09-25 22:50:25,25,True,True,False,True,18.82,0m 0s
2024-09-25 23:20:25,48,True,True,False,True,29.41,1m 56s
2024-09-25 23:50:47,66,True,False,False,True,10.98,12m 7s
2024-09-26 00:20:55,64,True,False,False,True,18.82,0m 0s
2024-09-26 00:50:55,61,True,False,True,True,3.92,7m 17s
2024-09-26 01:20:56,56,True,False,True,True,3.92,13m 8s
2024-09-26 01:50:56,55,True,False,True,True,3.92,0m 8s
2024-09-26 02:21:33,54,True,False,True,True,3.92,0m 11s
2024-09-26 02:51:43,53,True,False,True,True,3.92,0m 13s
2024-09-26 03:22:50,52,True,False,True,True,3.92,1m 17s
2024-09-26 03:53:52,50,True,False,True,True,3.92,1m 0s
2024-09-26 04:23:52,49,True,False,True,True,3.92,0m 18s
2024-09-26 04:54:28,49,True,False,True,True,3.92,0m 0s
2024-09-26 05:25:09,47,True,False,True,True,3.92,1m 1s
2024-09-26 05:56:16,46,True,False,True,True,3.92,0m 29s
2024-09-26 06:27:16,45,True,False,True,True,3.92,1m 20s
2024-09-26 06:58:13,44,True,False,False,True,26.27,1m 27s
2024-09-26 07:29:08,42,True,False,False,True,28.24,1m 39s
2024-09-26 07:59:08,40,True,False,False,True,29.41,10m 8s
2024-09-26 08:29:09,37,True,False,False,True,28.63,3m 24s
2024-09-26 08:59:39,34,True,False,False,True,27.06,0m 21s
2024-09-26 09:29:39,33,True,False,False,True,30.2,3m 18s
2024-09-26 09:59:39,52,True,True,False,True,27.06,2m 30s
2024-09-26 10:29:40,57,True,False,False,True,26.67,4m 2s
2024-09-26 11:01:10,56,True,False,False,True,16.86,0m 0s
2024-09-26 11:31:11,55,False,True,False,True,100.0,3m 42s
2024-09-26 12:01:11,55,False,True,False,True,28.24,0m 38s
2024-09-26 12:31:24,51,False,False,False,True,3.92,13m 27s
2024-09-26 13:01:35,51,False,False,False,True,3.92,0m 0s
2024-09-26 13:35:46,50,False,False,False,True,3.92,0m 0s
2024-09-26 14:05:50,50,False,False,False,True,3.92,0m 0s
2024-09-26 14:35:58,48,False,False,False,True,30.98,0m 43s
2024-09-26 15:06:14,46,False,False,False,True,30.59,2m 12s
2024-09-26 15:36:15,43,False,False,False,True,29.41,2m 47s
2024-09-26 16:06:15,39,False,False,False,True,30.2,3m 1s
2024-09-26 16:36:15,37,False,False,False,True,3.92,5m 24s
2024-09-26 17:06:15,34,False,False,False,True,31.76,0m 4s
2024-09-26 17:36:16,32,False,True,False,True,57.65,13m 1s
2024-09-26 18:06:16,30,False,True,False,True,18.04,19m 52s
2024-09-26 18:36:16,26,False,True,True,True,3.92,12m 44s
2024-09-26 19:06:17,24,True,False,False,True,27.06,6m 37s
2024-09-26 19:36:28,19,True,False,False,True,14.9,4m 19s
2024-09-26 20:06:28,17,True,False,False,True,14.12,0m 0s
2024-09-26 20:37:06,14,True,False,False,True,27.45,1m 10s
2024-09-26 21:07:06,12,True,False,False,True,26.27,0m 0s
2024-09-26 21:37:07,10,True,False,False,True,28.63,1m 24s
2024-09-26 22:07:59,9,True,False,False,True,25.88,0m 16s
2024-09-26 22:37:59,8,True,False,False,True,22.75,0m 0s
